site,date_local,min_temp_c,max_temp_c,median_temp_c,mean_temp_c
B32,2022-02-11,27.9579,28.4355,28.18355,28.1784806944444
B33,2022-02-11,27.958,28.614,28.1296,28.1808408333333
B35,2022-02-11,27.9854,28.7076,28.11075,28.2270656944444
N01,2022-02-11,28.0413,28.5959,28.2355,28.2456366666667
N02,2022-02-11,28.0505,28.6797,28.2266,28.2578655555556
N03,2022-02-11,28.0616,28.435,28.2346,28.2293894444444
N04,2022-02-11,28.015,28.6841,28.2537,28.2741695833333
N05,2022-02-11,27.9975,29.0099,28.23325,28.3324941666667
W01,2022-02-11,28.0506,28.5822,28.32425,28.2846327777778
W02,2022-02-11,28.0441,28.584,28.3248,28.2804833333333
W04,2022-02-11,28.0188,28.7194,28.33035,28.3026268055556
W05,2022-02-11,28.0017,28.7325,28.31225,28.2994727083333
B01,2022-02-12,28.0983,28.5718,28.25505,28.26940875
B02,2022-02-12,28.0873,28.6613,28.2179,28.2849940277778
B03,2022-02-12,28.1345,28.7928,28.251,28.3419433333333
B04,2022-02-12,28.1347,28.8135,28.2369,28.3338152777778
B05,2022-02-12,28.1517,28.7939,28.30985,28.3738211111111
B06,2022-02-12,28.0482,28.6284,28.22595,28.2753644444444
B07,2022-02-12,28.0944,28.7105,28.3365,28.3369681944444
B08,2022-02-12,28.0891,28.71,28.31395,28.3274630555556
B09,2022-02-12,28.0615,28.7702,28.27225,28.3203886111111
B10,2022-02-12,28.143,28.7754,28.26275,28.3483248611111
B10.5,2022-02-12,28.1987,28.7496,28.2885,28.3764743055556
B11,2022-02-12,28.1998,28.8906,28.2976,28.4033740277778
B12,2022-02-12,28.1487,28.9313,28.3687,28.4447119444444
B13,2022-02-12,28.2322,28.7032,28.3463,28.3783691666667
B14,2022-02-12,28.1927,28.6865,28.3217,28.3325395833333
B15,2022-02-12,28.1052,28.4912,28.2327,28.2587040277778
B16,2022-02-12,28.1172,28.4574,28.25835,28.275245
B17,2022-02-12,28.0607,28.5514,28.26365,28.2731283333333
B18,2022-02-12,28.0254,28.4094,28.15295,28.1785409722222
B19,2022-02-12,27.9045,28.6092,28.1109,28.16768625
B20,2022-02-12,27.9477,28.4213,28.01845,28.0981083333333
B21,2022-02-12,27.9701,28.4405,28.0068,28.1089069444444
B22,2022-02-12,27.9505,28.4791,28.0237,28.1211561111111
B24,2022-02-12,27.9721,28.5612,28.05875,28.14959625
B25,2022-02-12,27.9473,28.5637,28.07325,28.1376401388889
B26,2022-02-12,27.9521,28.6732,28.08155,28.1683209722222
B27,2022-02-12,27.9881,28.4026,28.0446,28.1083690277778
B28,2022-02-12,27.8802,28.5926,28.05345,28.1301023611111
B29,2022-02-12,27.8763,28.5752,28.0685,28.1381327777778
B30,2022-02-12,27.8504,28.3809,28.0811,28.1128765277778
B31,2022-02-12,27.8588,28.457,28.06755,28.1156998611111
B32,2022-02-12,27.8647,28.5183,27.97695,28.0729972222222
B33,2022-02-12,27.7429,28.8207,27.9804,28.0922520833333
B35,2022-02-12,27.8478,28.8775,27.9751,28.1538552777778
N01,2022-02-12,28.125,28.8299,28.2441,28.3131555555556
N02,2022-02-12,28.1339,28.8443,28.2585,28.3283569444444
N03,2022-02-12,28.1411,28.6434,28.27505,28.3018354166667
N04,2022-02-12,28.0783,28.9287,28.19825,28.3211311111111
N05,2022-02-12,28.0422,29.2275,28.17365,28.3696511111111
W01,2022-02-12,27.9683,28.4703,28.0908,28.1363888888889
W02,2022-02-12,27.9643,28.4737,28.08665,28.1348998611111
W04,2022-02-12,27.9373,28.5842,28.07445,28.160505
W05,2022-02-12,27.9294,28.5687,28.0582,28.1474390972222
B01,2022-02-13,28.065,28.6011,28.25155,28.2727818055556
B02,2022-02-13,28.104,28.7349,28.25185,28.3087530555556
B03,2022-02-13,28.1892,28.8167,28.36725,28.4149736111111
B04,2022-02-13,28.104,28.6705,28.31065,28.3358398611111
B05,2022-02-13,28.1944,28.7558,28.4325,28.4357356944444
B06,2022-02-13,28.1773,28.6803,28.3936,28.3770076388889
B07,2022-02-13,28.1064,28.6976,28.4223,28.3978029166667
B08,2022-02-13,28.0656,28.7747,28.3433,28.3672519444444
B09,2022-02-13,28.0327,28.7196,28.30295,28.3300648611111
B10,2022-02-13,27.9837,28.8381,28.12955,28.2719895833333
B10.5,2022-02-13,28.0307,28.7988,28.1735,28.2916275
B11,2022-02-13,28.1231,28.8262,28.2545,28.3393641666667
B12,2022-02-13,28.1729,29.0317,28.25525,28.4028470833333
B13,2022-02-13,27.8905,28.8268,28.2506,28.3282881944444
B14,2022-02-13,27.9075,28.716,28.15095,28.2267801388889
B15,2022-02-13,27.9368,28.6449,28.1307,28.1960104166667
B16,2022-02-13,27.9638,28.6034,28.11365,28.2051266666667
B17,2022-02-13,27.999,28.6616,28.1548,28.2369890277778
B18,2022-02-13,27.9489,28.5032,28.13275,28.1818588888889
B19,2022-02-13,27.8408,28.6388,28.03155,28.1531561111111
B20,2022-02-13,27.8067,28.4227,27.9713,28.0501127777778
B21,2022-02-13,27.8478,28.4961,28.00555,28.0770440277778
B22,2022-02-13,27.7967,28.5538,27.9661,28.0824908333333
B24,2022-02-13,27.8372,28.6348,28.0478,28.11021875
B25,2022-02-13,27.8385,28.6465,28.0841,28.1377788888889
B26,2022-02-13,27.8648,28.7092,28.13055,28.1807281944444
B27,2022-02-13,27.93,28.4159,28.1704,28.1658393055556
B28,2022-02-13,27.8546,28.5961,28.0415,28.1637688888889
B29,2022-02-13,27.823,28.6553,28.0921,28.1931413888889
B30,2022-02-13,27.9972,28.6408,28.1719,28.1945034722222
B31,2022-02-13,27.9653,28.6301,28.12455,28.1989925
B32,2022-02-13,27.8711,28.5536,28.05115,28.1618375
B33,2022-02-13,27.7342,28.8539,27.9746,28.1439781944444
B35,2022-02-13,27.6637,29.1815,28.02985,28.2053265277778
N01,2022-02-13,28.0825,28.6349,28.31435,28.3210373611111
N02,2022-02-13,28.1048,28.7314,28.3268,28.336825
N03,2022-02-13,28.1291,28.5662,28.34345,28.3228763888889
N04,2022-02-13,28.0237,28.7594,28.27125,28.3231197222222
N05,2022-02-13,27.9922,29.044,28.2532,28.3619106944444
W01,2022-02-13,27.9017,28.4356,28.1515,28.1290619444444
W02,2022-02-13,27.8916,28.4413,28.1428,28.1285647222222
W04,2022-02-13,27.8529,28.6524,28.11445,28.1709011111111
W05,2022-02-13,27.8205,28.5994,28.096,28.1547077777778
B01,2022-02-14,28.1244,28.78,28.32925,28.3700629166667
B02,2022-02-14,28.182,28.8041,28.35695,28.4032338888889
B03,2022-02-14,28.2548,28.7873,28.3483,28.4338356944444
B04,2022-02-14,28.1783,28.7329,28.33415,28.3968540277778
B05,2022-02-14,28.2533,28.7979,28.42275,28.4617845833333
B06,2022-02-14,28.2356,28.7019,28.35895,28.4042443055556
B07,2022-02-14,28.1603,28.7541,28.41725,28.4329656944444
B08,2022-02-14,28.1402,28.7691,28.2996,28.3843083333333
B09,2022-02-14,28.156,28.7682,28.27255,28.3513998611111
B10,2022-02-14,27.824,28.7449,28.1019,28.2221068055556
B10.5,2022-02-14,27.9484,28.6568,28.1967,28.2575876388889
B11,2022-02-14,28.0294,28.7144,28.24965,28.3105295833333
B12,2022-02-14,27.9806,28.8886,28.248,28.3436325
B13,2022-02-14,27.8667,28.744,28.18485,28.2504990277778
B14,2022-02-14,27.7694,28.6813,28.10105,28.1874711111111
B15,2022-02-14,27.8879,28.5226,27.9964,28.1117513888889
B16,2022-02-14,27.8637,28.4646,28.02945,28.1070456944444
B17,2022-02-14,27.8532,28.5689,28.05875,28.1361375
B18,2022-02-14,27.8476,28.4776,28.0306,28.1094023611111
B19,2022-02-14,27.7005,28.621,28.0124,28.1101995833333
B20,2022-02-14,27.7278,28.7975,28.02445,28.1837638888889
B21,2022-02-14,27.7409,28.7406,28.01035,28.1766086111111
B22,2022-02-14,27.6869,28.805,28.01125,28.1826561111111
B24,2022-02-14,27.8951,28.9241,28.0549,28.2302847222222
B25,2022-02-14,27.8613,29.0886,28.1199,28.2864284722222
B26,2022-02-14,27.9382,29.0861,28.17825,28.3335175694444
B27,2022-02-14,27.909,28.636,28.15395,28.19630375
B28,2022-02-14,27.7736,29.0645,28.0399,28.1970411111111
B29,2022-02-14,27.7184,29.0368,28.01635,28.20932125
B30,2022-02-14,27.8238,28.7161,28.0099,28.1278740277778
B31,2022-02-14,27.8552,28.7133,27.99995,28.1383319444444
B32,2022-02-14,27.7967,28.8336,28.00065,28.1780519444444
B33,2022-02-14,27.7424,28.9815,27.9715,28.1893065277778
B35,2022-02-14,27.7845,29.1764,28.12895,28.2936605555556
N01,2022-02-14,28.1759,28.754,28.325,28.3859269444444
N02,2022-02-14,28.2071,28.8093,28.33965,28.3997570833333
N03,2022-02-14,28.227,28.644,28.3584,28.3850155555556
N04,2022-02-14,28.1134,28.8008,28.28385,28.37845125
N05,2022-02-14,28.0645,29.0893,28.26055,28.4191561111111
W01,2022-02-14,28.0271,28.7025,28.19875,28.2720688888889
W02,2022-02-14,28.0107,28.7931,28.18465,28.2704461111111
W04,2022-02-14,27.8341,29.2278,28.1604,28.3459144444444
W05,2022-02-14,27.7273,29.1746,28.1348,28.3277400694444
B01,2022-02-15,28.106,28.6916,28.32875,28.35214
B02,2022-02-15,28.1514,28.897,28.3542,28.4160759722222
B03,2022-02-15,28.2746,28.8737,28.3421,28.4657455555556
B04,2022-02-15,28.1795,28.747,28.29405,28.3761630555556
B05,2022-02-15,28.2313,28.9012,28.42925,28.4886941666667
B06,2022-02-15,28.2051,28.7807,28.37455,28.4379159722222
B07,2022-02-15,28.1403,28.8798,28.382,28.44901875
B08,2022-02-15,28.055,28.8477,28.24135,28.38373
B09,2022-02-15,28.1142,28.9677,28.24415,28.37158
B10,2022-02-15,27.8929,28.754,28.0929,28.26782875
B10.5,2022-02-15,28.0116,28.7804,28.1855,28.3055268055556
B11,2022-02-15,28.0714,28.806,28.2502,28.3629973611111
B12,2022-02-15,28.0872,29.1145,28.35935,28.4780190277778
B13,2022-02-15,28.0574,28.9319,28.21255,28.3783681944444
B14,2022-02-15,27.9172,28.9418,28.1581,28.3407102777778
B15,2022-02-15,27.8952,28.7038,28.19105,28.2428373611111
B16,2022-02-15,27.947,28.7112,28.18465,28.2562380555556
B17,2022-02-15,28.026,28.7719,28.2363,28.3260780555556
B18,2022-02-15,27.9669,28.8264,28.25145,28.3185751388889
B19,2022-02-15,27.9184,29.1386,28.2151,28.4427829166667
B20,2022-02-15,27.8107,29.1467,28.2188,28.3964438888889
B21,2022-02-15,27.8338,29.0677,28.1891,28.38859625
B22,2022-02-15,27.8011,29.1136,28.2639,28.4110244444444
B24,2022-02-15,27.801,29.1669,28.20745,28.4142059722222
B25,2022-02-15,27.8362,29.5411,28.2667,28.5047818055556
B26,2022-02-15,27.9506,29.407,28.34445,28.5195509722222
B27,2022-02-15,27.9526,29.1599,28.5175,28.5248744444444
B28,2022-02-15,27.928,29.4115,28.44585,28.5781286111111
B29,2022-02-15,27.7827,29.7868,28.5132,28.6137933333333
B30,2022-02-15,27.7892,29.7376,28.3932,28.5337991666667
B31,2022-02-15,27.6695,29.3843,28.3955,28.4830869444444
B32,2022-02-15,27.8203,29.5963,28.5811,28.6017522222222
B33,2022-02-15,27.7785,29.4448,28.32775,28.4792948611111
B35,2022-02-15,27.8087,29.3994,28.0964,28.3772773611111
N01,2022-02-15,28.1951,28.7702,28.32055,28.3740195833333
N02,2022-02-15,28.2164,28.8844,28.33295,28.3923266666667
N03,2022-02-15,28.24,28.683,28.3476,28.3676784722222
N04,2022-02-15,28.1399,28.8574,28.2937,28.3808976388889
N05,2022-02-15,28.1122,29.2114,28.2685,28.4504590277778
W01,2022-02-15,27.9853,28.9404,28.3398,28.3919844444444
W02,2022-02-15,27.9944,29.041,28.31165,28.4067973611111
W04,2022-02-15,27.8719,29.7176,28.4671,28.5783283333333
W05,2022-02-15,27.7885,29.7042,28.5104,28.583218125
B01,2022-02-16,28.1121,28.9999,28.3194,28.3709183333333
B02,2022-02-16,28.0888,28.8786,28.36695,28.4114652777778
B03,2022-02-16,28.1863,28.992,28.3272,28.4344545833333
B04,2022-02-16,28.1155,28.9293,28.265,28.4044558333333
B05,2022-02-16,28.2332,29.0457,28.3703,28.4831208333333
B06,2022-02-16,28.1901,28.7097,28.4098,28.40011625
B07,2022-02-16,28.1951,28.8822,28.45425,28.47090625
B08,2022-02-16,27.9767,28.9636,28.32195,28.3896206944444
B09,2022-02-16,27.8836,29.0122,28.33145,28.3778195833333
B10,2022-02-16,28.0405,29.0947,28.27155,28.4081252777778
B10.5,2022-02-16,28.1443,28.8764,28.44875,28.4582383333333
B11,2022-02-16,28.1383,29.1923,28.50295,28.4703361111111
B12,2022-02-16,28.1627,29.4261,28.58165,28.6427183333333
B13,2022-02-16,28.0745,29.1258,28.4539,28.5589841666667
B14,2022-02-16,28.082,29.2087,28.3813,28.5141127777778
B15,2022-02-16,28.0422,29.591,28.32875,28.4422679166667
B16,2022-02-16,28.0673,29.0421,28.37295,28.4316070833333
B17,2022-02-16,28.2044,28.9589,28.39445,28.5015670833333
B18,2022-02-16,28.0666,28.9243,28.2455,28.4072126388889
B19,2022-02-16,27.9964,29.4401,28.4527,28.5983740277778
B20,2022-02-16,27.917,29.4961,28.3462,28.5284265277778
B21,2022-02-16,27.9237,29.5283,28.45715,28.5397176388889
B22,2022-02-16,27.9946,29.7021,28.4058,28.5829413888889
B24,2022-02-16,27.8109,29.7952,28.1895,28.5284552777778
B25,2022-02-16,27.8185,29.7641,28.2185,28.50531625
B26,2022-02-16,27.9178,29.9202,28.35205,28.6098589583333
B27,2022-02-16,28.0666,29.4095,28.4236,28.5840669444444
B28,2022-02-16,28.0397,29.6854,28.37655,28.6270009722222
B29,2022-02-16,27.9715,29.735,28.5298,28.6593345833333
B30,2022-02-16,28.0305,29.5021,28.33635,28.5973601388889
B31,2022-02-16,27.9961,29.6359,28.4509,28.5695711111111
B32,2022-02-16,27.9612,29.6528,28.47555,28.6143673611111
B33,2022-02-16,27.9093,29.2633,28.2663,28.4491326388889
B35,2022-02-16,28.0278,29.1636,28.212,28.4089063888889
N01,2022-02-16,28.1414,28.9704,28.30235,28.3869440277778
N02,2022-02-16,28.1652,29.097,28.30755,28.4009725
N03,2022-02-16,28.173,28.8731,28.30835,28.3705894444444
N04,2022-02-16,28.0932,29.0788,28.282,28.4026254166667
N05,2022-02-16,28.0599,29.4495,28.2701,28.4650866666667
W01,2022-02-16,27.9804,29.2382,28.381,28.4955495833333
W02,2022-02-16,27.965,29.3283,28.34005,28.5013815277778
W04,2022-02-16,27.9016,30.0383,28.4349,28.6085776388889
W05,2022-02-16,27.8943,29.9909,28.3739,28.605834375
B01,2022-02-17,28.1693,28.8548,28.33615,28.4029995833333
B02,2022-02-17,28.1698,28.8374,28.34185,28.4057716666667
B03,2022-02-17,28.1802,28.8917,28.34355,28.4500344444444
B04,2022-02-17,28.1678,28.8104,28.31685,28.3932154166667
B05,2022-02-17,28.2086,28.8757,28.3092,28.4201701388889
B06,2022-02-17,28.2019,28.7823,28.33405,28.3891284722222
B07,2022-02-17,28.1636,28.7752,28.386,28.40419375
B08,2022-02-17,28.0471,28.7873,28.24135,28.3280083333333
B09,2022-02-17,27.9475,28.7431,28.2535,28.2936622222222
B10,2022-02-17,28.0363,28.9553,28.2131,28.3590894444444
B10.5,2022-02-17,28.136,28.8335,28.2797,28.3813063888889
B11,2022-02-17,28.1469,28.9645,28.339,28.4201581944444
B12,2022-02-17,28.0511,29.1807,28.4102,28.51675875
B13,2022-02-17,28.038,28.9337,28.38605,28.4319427777778
B14,2022-02-17,28.0161,29.0162,28.22735,28.3616858333333
B15,2022-02-17,28.146,28.9314,28.2532,28.3770173611111
B16,2022-02-17,28.0489,28.8518,28.3669,28.4005522222222
B17,2022-02-17,28.0508,28.8945,28.4153,28.42654875
B18,2022-02-17,27.9709,28.6701,28.17565,28.2572234722222
B19,2022-02-17,27.8615,28.909,28.14305,28.2708472222222
B20,2022-02-17,27.7534,28.9697,28.1599,28.2188508333333
B21,2022-02-17,27.7454,28.9609,28.09235,28.2161863888889
B22,2022-02-17,27.7934,29.1948,28.18225,28.2984986111111
B24,2022-02-17,27.915,29.2067,28.1581,28.3212372222222
B25,2022-02-17,28.0025,29.1482,28.12335,28.3272033333333
B26,2022-02-17,28.0826,29.3992,28.2304,28.4207602083333
B27,2022-02-17,28.1143,29.0223,28.40095,28.4587605555556
B28,2022-02-17,28.0236,29.1848,28.36285,28.47570125
B29,2022-02-17,27.9417,29.3306,28.27215,28.4619713888889
B30,2022-02-17,28.0141,29.1008,28.38155,28.4489329166667
B31,2022-02-17,28.0587,29.1519,28.30385,28.4486925
B32,2022-02-17,27.9716,29.0082,28.21265,28.3360459722222
B33,2022-02-17,27.9348,28.9188,28.2203,28.3156958333333
B35,2022-02-17,27.7969,29.3854,28.17985,28.4008605555556
N01,2022-02-17,28.1199,28.8312,28.306,28.3765409722222
N02,2022-02-17,28.1402,28.9068,28.3167,28.3871263888889
N03,2022-02-17,28.1624,28.7324,28.3434,28.3776588888889
N04,2022-02-17,28.0962,28.9381,28.2622,28.3848788888889
N05,2022-02-17,28.0685,29.2926,28.22825,28.4391681944444
W01,2022-02-17,28.1264,28.8563,28.288,28.3688430555556
W02,2022-02-17,28.1146,28.9613,28.26035,28.3646293055556
W04,2022-02-17,28.0358,29.3667,28.18275,28.39620125
W05,2022-02-17,27.969,29.3577,28.1595,28.3545154166667
B01,2022-02-18,28.1198,28.715,28.27915,28.32315625
B02,2022-02-18,28.154,28.6529,28.2803,28.3277548611111
B03,2022-02-18,28.182,28.7818,28.2805,28.3594125
B04,2022-02-18,28.1432,28.6479,28.2801,28.3167081944444
B05,2022-02-18,28.1896,28.711,28.3208,28.36611
B06,2022-02-18,28.1916,28.5745,28.30025,28.3248229166667
B07,2022-02-18,28.1573,28.687,28.35245,28.3575495833333
B08,2022-02-18,28.1405,28.6638,28.2844,28.2936295833333
B09,2022-02-18,28.1558,28.5668,28.2799,28.3020773611111
B10,2022-02-18,27.9652,28.6731,28.18655,28.2284581944444
B10.5,2022-02-18,28.0003,28.6734,28.22015,28.2511627777778
B11,2022-02-18,28.0294,28.7486,28.2252,28.2733851388889
B12,2022-02-18,28.021,28.9347,28.28665,28.3598123611111
B13,2022-02-18,27.8499,28.7257,28.22585,28.2587556944444
B14,2022-02-18,27.9366,28.6782,28.1499,28.1848277777778
B15,2022-02-18,27.8593,28.5482,28.0827,28.1434305555556
B16,2022-02-18,27.8122,28.4792,28.0989,28.1390730555556
B17,2022-02-18,27.88,28.5048,28.16,28.1533908333333
B18,2022-02-18,27.8403,28.3891,28.0944,28.1048268055556
B19,2022-02-18,27.8028,28.5583,27.99815,28.0931834722222
B20,2022-02-18,27.6062,28.4905,27.8936,27.9770663888889
B21,2022-02-18,27.6719,28.5108,27.88465,27.9798520833333
B22,2022-02-18,27.5725,28.6025,27.86945,27.9884425
B24,2022-02-18,27.8491,28.7343,28.01335,28.0986843055556
B25,2022-02-18,27.9594,28.7181,28.0444,28.1570106944444
B26,2022-02-18,27.9331,29,28.09245,28.21663125
B27,2022-02-18,27.9533,28.4375,28.17665,28.1857076388889
B28,2022-02-18,27.8574,28.7571,28.05765,28.1366172222222
B29,2022-02-18,27.8036,28.7471,28.05755,28.1274179166667
B30,2022-02-18,27.8536,28.5848,28.03435,28.1138081944444
B31,2022-02-18,27.722,28.6922,28.0194,28.1085393055556
B32,2022-02-18,27.8445,28.7936,28.0481,28.1387858333333
B33,2022-02-18,27.8131,28.8495,27.94455,28.0994425
B35,2022-02-18,27.7423,29.0109,27.92855,28.1182075
N01,2022-02-18,28.1291,28.6597,28.29175,28.31727875
N02,2022-02-18,28.1345,28.7245,28.30555,28.3322320833333
N03,2022-02-18,28.1782,28.6048,28.318,28.3306752777778
N04,2022-02-18,28.1017,28.7144,28.2662,28.3144861111111
N05,2022-02-18,28.0741,29.0236,28.24725,28.3492644444444
W01,2022-02-18,27.9929,28.5836,28.13285,28.1725981944444
W02,2022-02-18,27.964,28.6234,28.119,28.1714819444444
W04,2022-02-18,27.9005,28.8744,28.0582,28.1810894444444
W05,2022-02-18,27.8628,28.8537,28.02,28.1544486805556
B01,2022-02-19,28.0967,28.5574,28.20885,28.2512293055556
B02,2022-02-19,28.1245,28.5361,28.22465,28.2589769444444
B03,2022-02-19,28.2191,28.5414,28.25565,28.3029884722222
B04,2022-02-19,28.1198,28.4684,28.2129,28.2438316666667
B05,2022-02-19,28.1319,28.4644,28.2386,28.2645659722222
B06,2022-02-19,28.1269,28.4159,28.21635,28.2257638888889
B07,2022-02-19,28.1331,28.4878,28.19755,28.2451680555556
B08,2022-02-19,28.0374,28.4188,28.1775,28.1910659722222
B09,2022-02-19,28.0419,28.398,28.18355,28.1826302777778
B10,2022-02-19,27.9226,28.5492,28.0187,28.1141833333333
B10.5,2022-02-19,27.9683,28.5342,28.03395,28.1392444444444
B11,2022-02-19,27.9741,28.5366,28.07325,28.1441375
B12,2022-02-19,27.9548,28.6226,28.10145,28.173305
B13,2022-02-19,27.946,28.5444,28.07615,28.1471865277778
B14,2022-02-19,27.9196,28.5514,28.00375,28.1060801388889
B15,2022-02-19,27.9585,28.5127,28.02225,28.1216611111111
B16,2022-02-19,27.9581,28.4894,28.015,28.1322209722222
B17,2022-02-19,27.8918,28.6524,28.08385,28.1413436111111
B18,2022-02-19,27.9057,28.4465,28.0355,28.1164997222222
B19,2022-02-19,27.9053,28.7022,27.9987,28.1403993055556
B20,2022-02-19,27.8572,28.6902,27.93605,28.1147402777778
B21,2022-02-19,27.8171,28.6349,27.97165,28.1135463888889
B22,2022-02-19,27.8564,28.7041,27.9785,28.1236523611111
B24,2022-02-19,27.9121,28.7075,28.0496,28.1511188888889
B25,2022-02-19,27.8177,28.8426,28.0706,28.1479326388889
B26,2022-02-19,27.8453,28.7155,28.08495,28.1556069444444
B27,2022-02-19,27.9642,28.548,28.0911,28.1694330555556
B28,2022-02-19,27.8555,28.735,28.01755,28.1538284722222
B29,2022-02-19,27.8154,28.7763,28.00045,28.1531845833333
B30,2022-02-19,27.9293,28.6512,28.03575,28.1492613888889
B31,2022-02-19,27.9426,28.8141,28.0817,28.1947226388889
B32,2022-02-19,27.952,28.827,28.08485,28.2001334722222
B33,2022-02-19,27.9286,28.7625,28.05895,28.2012551388889
B35,2022-02-19,27.8975,28.7417,28.0054,28.1726611111111
N01,2022-02-19,28.1126,28.4094,28.1985,28.2258422222222
N02,2022-02-19,28.1317,28.4749,28.20875,28.2352602777778
N03,2022-02-19,28.1532,28.4228,28.21865,28.2346393055556
N04,2022-02-19,28.0755,28.4985,28.1801,28.2244911111111
N05,2022-02-19,28.0526,28.6722,28.1688,28.23920875
W01,2022-02-19,27.8932,28.5315,28.1128,28.1368161111111
W02,2022-02-19,27.8853,28.5737,28.10235,28.1323481944444
W04,2022-02-19,27.7982,28.7416,28.06315,28.1384195833333
W05,2022-02-19,27.6999,28.7812,28.04175,28.1138138194444
B01,2022-02-20,28.0684,28.5035,28.15985,28.21417375
B02,2022-02-20,28.0946,28.514,28.16825,28.2145372222222
B03,2022-02-20,28.1477,28.5374,28.21175,28.2624516666667
B04,2022-02-20,28.0894,28.5203,28.1609,28.21484125
B05,2022-02-20,28.06,28.5118,28.17855,28.2104602777778
B06,2022-02-20,28.0945,28.4401,28.142,28.1889195833333
B07,2022-02-20,27.9708,28.4977,28.14165,28.1886377777778
B08,2022-02-20,27.9812,28.4505,28.08665,28.1423884722222
B09,2022-02-20,28.0031,28.4202,28.0901,28.1429684722222
B10,2022-02-20,27.8993,28.7073,28.0273,28.1445777777778
B10.5,2022-02-20,27.9926,28.5677,28.0671,28.1615070833333
B11,2022-02-20,27.9867,28.6248,28.08775,28.1665891666667
B12,2022-02-20,27.9653,28.7871,28.10155,28.1874268055556
B13,2022-02-20,27.8774,28.6658,28.0564,28.1614581944444
B14,2022-02-20,27.794,28.8281,28.0342,28.1340015277778
B15,2022-02-20,27.8848,28.629,28.13015,28.1460813888889
B16,2022-02-20,27.9479,28.6033,28.14255,28.17211375
B17,2022-02-20,27.9994,28.676,28.25515,28.2679629166667
B18,2022-02-20,27.9897,28.5159,28.2004,28.2133827777778
B19,2022-02-20,27.9137,28.8921,28.0936,28.2485455555556
B20,2022-02-20,27.8898,28.9343,28.0615,28.2426494444444
B21,2022-02-20,27.8915,28.8924,28.0922,28.2429676388889
B22,2022-02-20,27.8559,28.97,28.1505,28.2760023611111
B24,2022-02-20,27.9653,28.9909,28.1757,28.3188576388889
B25,2022-02-20,27.9922,29.165,28.17805,28.3455593055556
B26,2022-02-20,27.9243,29.1534,28.18725,28.3581463888889
B27,2022-02-20,28.045,28.7446,28.27005,28.2914204166667
B28,2022-02-20,27.9242,28.9738,28.151,28.2707969444444
B29,2022-02-20,27.871,28.9479,28.1622,28.2869116666667
B30,2022-02-20,27.9364,28.7998,28.1107,28.2412656944444
B31,2022-02-20,27.9144,29.0527,28.11475,28.2738569444444
B32,2022-02-20,27.9235,28.9656,28.14815,28.2768951388889
B33,2022-02-20,27.9186,28.7694,28.11905,28.2011533333333
B35,2022-02-20,27.839,28.7534,28.0027,28.1593494444444
N01,2022-02-20,28.0664,28.4541,28.1432,28.1857097222222
N02,2022-02-20,28.0826,28.4906,28.16075,28.1963798611111
N03,2022-02-20,28.0956,28.3826,28.17535,28.1951265277778
N04,2022-02-20,28.0241,28.5402,28.11125,28.1882102777778
N05,2022-02-20,27.998,28.8025,28.08725,28.2055391666667
W01,2022-02-20,28.0392,28.9039,28.18655,28.2967309722222
W02,2022-02-20,28.0047,28.9028,28.1692,28.2994675
W04,2022-02-20,27.8835,29.0765,28.19295,28.3357745833333
W05,2022-02-20,27.8285,29.1604,28.2005,28.3410452083333
B01,2022-02-21,28.0414,28.5407,28.16595,28.21318625
B02,2022-02-21,28.0485,28.5106,28.19485,28.22659375
B03,2022-02-21,28.1024,28.528,28.2522,28.2759311111111
B04,2022-02-21,28.0594,28.5325,28.1274,28.2264393055556
B05,2022-02-21,28.0561,28.5687,28.2264,28.2619893055556
B06,2022-02-21,28.0506,28.4791,28.1277,28.18366
B07,2022-02-21,27.9965,28.583,28.2805,28.2593679166667
B08,2022-02-21,27.9681,28.4795,28.1237,28.1754469444444
B09,2022-02-21,27.97,28.4358,28.1511,28.1659680555556
B10,2022-02-21,27.9648,29.1371,28.3175,28.37177875
B10.5,2022-02-21,28.0022,29.419,28.3254,28.4277608333333
B11,2022-02-21,28.0207,29.2734,28.3912,28.4607369444444
B12,2022-02-21,27.982,29.242,28.5084,28.5104491666667
B13,2022-02-21,27.9895,29.1635,28.47055,28.4679288888889
B14,2022-02-21,28.0152,29.0605,28.34745,28.3702048611111
B15,2022-02-21,28.1176,29.2169,28.3373,28.3872220833333
B16,2022-02-21,28.1408,29.1772,28.3881,28.4090318055556
B17,2022-02-21,28.1977,29.428,28.44365,28.5036295833333
B18,2022-02-21,28.1539,28.769,28.4501,28.4394972222222
B19,2022-02-21,28.0787,29.2569,28.383,28.5009733333333
B20,2022-02-21,28.0215,29.1948,28.428,28.49447125
B21,2022-02-21,28.025,29.1042,28.4107,28.4780855555556
B22,2022-02-21,27.9639,29.1487,28.3781,28.4928584722222
B24,2022-02-21,28.046,29.1649,28.36145,28.4413202777778
B25,2022-02-21,27.9114,29.1669,28.24265,28.3834134722222
B26,2022-02-21,27.9724,29.2836,28.2343,28.4167627083333
B27,2022-02-21,28.0883,29.0047,28.4615,28.4508270833333
B28,2022-02-21,27.984,29.3263,28.34545,28.4811423611111
B29,2022-02-21,27.9229,29.4908,28.25885,28.4567861111111
B30,2022-02-21,28.0092,29.0841,28.16685,28.3338226388889
